id,user,temp,gasDetect,fireDetect,lightLevel,month,hour,day,year
3041,Jane,12.87,0,0,116,11,9,3,2024
5843,John,10.11,0,0,172,11,4,3,2024
6707,John,11.15,0,0,79,11,4,3,2024
4703,Jane,14.98,0,0,579,11,22,2,2024
8359,John,15.78,0,0,343,11,19,2,2024
1812,Jane,12.89,0,0,23,11,15,2,2024
4434,Jane,15.36,0,0,156,11,13,2,2024
3419,John,5.44,0,0,0,11,10,2,2024
2527,Default,24.64,0,0,259,11,7,2,2024
653,John,15.74,0,0,312,11,22,1,2024
3355,John,19.75,0,0,355,11,21,1,2024
4384,John,15.96,0,0,497,11,19,1,2024
2585,Default,12.09,0,0,218,11,16,1,2024
5441,John,6.48,0,0,285,11,6,1,2024
8306,Jane,11.73,0,0,128,11,0,1,2024
219,Jane,14.91,0,0,300,10,20,31,2024
5110,John,11.98,0,0,0,10,8,31,2024
2315,Default,27.02,0,0,439,10,7,31,2024
37,Jane,15.93,0,0,0,10,3,31,2024
2791,John,19.73,0,0,560,10,21,30,2024
2065,Jane,14.13,0,0,149,10,20,30,2024
8496,John,16.27,0,0,78,10,17,30,2024
5787,Jane,17.25,0,0,0,10,5,30,2024
4086,Jane,16.6,0,0,0,10,4,30,2024
7392,John,15.09,0,0,0,10,4,30,2024
2456,Default,18.61,0,0,681,10,22,29,2024
2416,Default,17.74,0,0,404,10,16,29,2024
5741,John,11.48,0,0,0,10,14,29,2024
237,John,14.31,0,0,0,10,12,29,2024
8002,Jane,15.96,0,0,0,10,9,29,2024
400,Jane,11.98,0,0,0,10,8,29,2024
6342,John,13.64,0,0,165,10,20,28,2024
3174,John,16.24,0,0,8,10,17,28,2024
1129,John,13.32,0,0,0,10,8,28,2024
1112,John,11.62,0,0,0,10,7,28,2024
2329,Default,24.33,0,0,279,10,7,28,2024
6089,John,15.12,0,0,0,10,3,28,2024
2660,Jane,14.34,0,0,0,10,2,28,2024
5631,Jane,16.98,0,0,0,10,23,27,2024
39,Jane,14.94,0,0,53,10,19,27,2024
8330,John,14.05,0,0,0,10,14,27,2024
8670,Jane,14.97,0,0,0,10,14,27,2024
2344,Default,22.67,0,0,303,10,11,27,2024
7096,John,13.17,0,0,0,10,8,27,2024
6231,John,14.7,0,0,0,10,1,26,2024
5111,Jane,14.53,0,0,0,10,0,26,2024
6940,Jane,15.88,0,0,383,10,21,25,2024
977,Jane,14.38,0,0,57,10,16,25,2024
2323,Default,27.14,0,0,432,10,7,24,2024
6145,Jane,15.81,0,0,0,10,4,24,2024
5151,John,12.85,0,0,0,10,2,24,2024
3558,John,13.03,0,0,147,10,16,23,2024
6671,John,15.98,0,0,0,10,13,23,2024
6811,Jane,11.3,0,0,0,10,11,23,2024
4692,Jane,15.7,0,0,0,10,7,23,2024
6697,Jane,14.64,0,0,0,10,7,23,2024
6068,Jane,17.26,0,0,0,10,2,23,2024
3407,Jane,19.97,0,0,429,10,22,22,2024
8351,John,19.23,0,0,572,10,22,22,2024
5775,Jane,16.57,0,0,7,10,20,22,2024
8833,John,13.03,0,0,0,10,14,22,2024
7324,Jane,15.3,0,0,0,10,13,22,2024
8533,John,12.28,0,0,0,10,11,22,2024
3239,Jane,11.35,0,0,0,10,9,22,2024
2648,John,11.52,0,0,0,10,5,22,2024
6404,John,18.92,0,0,320,10,21,21,2024
1286,John,16.54,0,0,144,10,20,21,2024
6667,Jane,15.06,0,0,224,10,16,21,2024
3828,John,13.24,0,0,0,10,14,21,2024
7464,Jane,13.58,0,0,0,10,8,21,2024
7000,Jane,14.85,0,0,0,10,6,21,2024
2376,John,12.41,0,0,0,10,5,21,2024
5708,John,14.93,0,0,0,10,4,21,2024
1071,Jane,14.49,0,0,41,10,17,20,2024
3051,Jane,15.49,0,0,0,10,6,20,2024
6130,John,14.43,0,0,0,10,5,20,2024
5189,Jane,17.42,0,0,0,10,3,20,2024
5989,John,11.12,0,0,0,10,9,19,2024
7591,John,16.06,0,0,100,10,16,18,2024
4072,John,11.5,0,0,0,10,10,18,2024
7257,John,11.97,0,0,0,10,3,18,2024
2258,Default,23.45,1,0,698,10,1,18,2024
4899,John,12.4,0,0,0,10,23,17,2024
3748,John,14.56,0,0,0,10,15,17,2024
3534,Jane,13.22,0,0,0,10,14,17,2024
4693,Jane,15.7,0,0,0,10,7,17,2024
4032,John,12.29,0,0,0,10,4,17,2024
5573,Jane,14.18,0,0,108,10,18,16,2024
6492,John,15.65,0,0,0,10,7,16,2024
7444,John,15.51,0,0,0,10,4,16,2024
8501,John,12.68,0,0,0,10,2,16,2024
5623,Jane,14.7,0,0,0,10,23,15,2024
8671,Jane,14.97,0,0,0,10,14,15,2024
1583,John,11.03,0,0,0,10,8,15,2024
5050,Jane,18.83,0,0,562,10,21,14,2024
5576,Jane,14.18,0,0,108,10,18,14,2024
709,Jane,13.03,0,0,0,10,11,14,2024
8701,John,12.18,0,0,0,10,11,14,2024
8225,John,11.53,0,0,0,10,9,14,2024
2436,Jane,11.85,0,0,0,10,8,13,2024
4823,John,12.14,0,0,0,10,8,13,2024
5924,John,12.19,0,0,0,10,1,13,2024
8556,Jane,19.31,0,0,490,10,21,11,2024
3559,John,13.03,0,0,147,10,16,11,2024
3560,John,13.03,0,0,147,10,16,11,2024
8000,Jane,15.96,0,0,0,10,9,11,2024
2206,Jane,13.63,0,0,0,10,15,10,2024
3586,John,11.44,0,0,0,10,6,10,2024
2140,Jane,17.65,0,0,0,10,1,10,2024
5776,Jane,16.57,0,0,7,10,20,9,2024
2415,Default,15.34,0,0,376,10,16,8,2024
4737,John,14.59,0,0,0,10,11,8,2024
6375,John,15.43,0,0,0,10,11,8,2024
7184,Jane,15.04,0,0,0,10,11,8,2024
6898,John,14.67,0,0,0,10,10,8,2024
3330,John,13.65,0,0,0,10,4,8,2024
1409,Jane,14.76,0,0,233,10,18,7,2024
8620,John,17.58,0,0,278,10,18,7,2024
8420,John,13.05,0,0,0,10,9,7,2024
6649,Jane,14.15,0,0,0,10,1,7,2024
2449,Default,18.08,0,0,684,10,22,6,2024
4524,John,19.82,0,0,452,10,21,6,2024
4721,Jane,15.58,0,0,382,10,21,6,2024
5214,John,11.92,0,0,0,10,15,6,2024
6265,John,11.68,0,0,0,10,14,6,2024
8112,Jane,15.28,0,0,0,10,6,6,2024
2266,Default,19.0,1,0,426,10,1,6,2024
4855,Jane,17.65,0,0,0,10,23,5,2024
976,John,15.15,0,0,369,10,21,5,2024
5056,Jane,16.37,0,0,227,10,20,5,2024
2977,John,11.51,0,0,0,10,10,5,2024
6613,John,14.78,0,0,0,10,10,5,2024
8001,Jane,15.96,0,0,0,10,9,5,2024
6413,John,11.68,0,0,0,10,1,5,2024
3777,Jane,13.24,0,0,266,10,16,4,2024
2249,John,14.06,0,0,0,10,14,4,2024
7183,Jane,15.04,0,0,0,10,11,4,2024
8113,Jane,15.28,0,0,0,10,6,4,2024
8829,John,14.48,0,0,0,10,6,4,2024
4673,Jane,14.02,0,0,0,10,3,4,2024
2469,John,13.79,0,0,0,10,1,4,2024
3288,John,16.46,0,0,296,10,20,3,2024
594,Jane,17.19,0,0,113,10,19,3,2024
1017,John,16.46,0,0,80,10,18,3,2024
65,John,13.1,0,0,0,10,13,3,2024
2273,Default,23.94,0,0,658,10,3,3,2024
7270,Jane,17.16,0,0,0,10,3,3,2024
7579,John,16.01,0,0,493,10,21,2,2024
8846,Jane,11.96,0,0,0,10,14,2,2024
8535,John,14.42,0,0,0,10,12,2,2024
2290,Jane,17.08,0,0,0,10,3,2,2024
1352,Jane,14.2,0,0,0,10,0,2,2024
4539,John,11.83,0,0,0,10,0,2,2024
3535,Jane,13.22,0,0,0,10,14,1,2024
6890,Jane,11.76,0,0,0,10,13,1,2024
344,John,12.37,0,0,0,10,10,1,2024
2153,Jane,17.46,0,0,0,10,1,1,2024
5074,John,13.37,0,0,128,9,16,30,2024
3202,John,13.21,0,0,0,9,13,30,2024
6195,Jane,14.21,0,0,187,9,19,29,2024
3982,Jane,13.94,0,0,106,9,17,29,2024
997,John,15.51,0,0,0,9,13,29,2024
3415,John,11.93,0,0,0,9,12,29,2024
3309,John,12.97,0,0,0,9,2,29,2024
6776,John,12.88,0,0,0,9,0,29,2024
298,John,13.95,0,0,185,9,16,28,2024
5991,John,12.69,0,0,0,9,11,28,2024
6102,Jane,17.35,0,0,0,9,7,28,2024
4946,Jane,14.24,0,0,0,9,2,28,2024
5871,Jane,16.44,0,0,0,9,2,28,2024
597,John,19.93,0,0,336,9,22,27,2024
1162,Jane,15.69,0,0,255,9,19,27,2024
5108,John,14.14,0,0,5,9,16,27,2024
2751,John,14.06,0,0,0,9,14,27,2024
5292,John,13.24,0,0,0,9,11,27,2024
3693,John,15.21,0,0,0,9,9,27,2024
5008,Jane,17.45,0,0,0,9,7,27,2024
7099,Jane,16.36,0,0,0,9,7,27,2024
7243,Jane,16.39,0,0,0,9,5,27,2024
4329,Jane,17.94,0,0,0,9,0,27,2024
5497,Jane,16.17,0,0,289,9,20,26,2024
2502,Jane,11.01,0,0,0,9,14,26,2024
8481,John,13.52,0,0,0,9,14,26,2024
7934,John,11.89,0,0,0,9,4,26,2024
7844,John,12.43,0,0,0,9,2,26,2024
5960,Jane,13.24,0,0,86,9,19,25,2024
4783,Jane,14.82,0,0,0,9,15,25,2024
8307,John,15.09,0,0,400,9,22,24,2024
3242,Jane,19.27,0,0,525,9,21,24,2024
1109,Jane,17.87,0,0,42,9,20,24,2024
1315,John,16.37,0,0,92,9,18,24,2024
3972,John,15.84,0,0,212,9,16,24,2024
7971,Jane,11.22,0,0,0,9,14,24,2024
7590,Jane,16.32,0,0,0,9,2,24,2024
2161,Default,20.26,0,0,185,9,10,23,2024
4374,Jane,17.35,0,0,19,9,20,22,2024
8865,John,15.89,0,0,232,9,19,22,2024
5988,John,11.89,0,0,0,9,15,22,2024
5709,John,12.67,0,0,0,9,14,22,2024
2334,John,15.4,0,0,0,9,13,22,2024
5193,Jane,12.21,0,0,0,9,13,22,2024
5855,John,15.22,0,0,0,9,10,22,2024
1438,John,15.64,0,0,0,9,3,22,2024
2039,Default,17.15,0,0,459,9,0,22,2024
7508,Jane,18.26,0,0,308,9,22,21,2024
6545,John,17.7,0,0,109,9,18,21,2024
6120,Jane,12.1,0,0,0,9,8,21,2024
8240,Jane,16.64,0,0,0,9,23,20,2024
8310,Jane,17.83,0,0,0,9,23,20,2024
2198,Default,14.62,0,0,175,9,14,20,2024
5676,Jane,15.6,0,0,0,9,6,20,2024
6317,Jane,16.74,0,0,0,9,4,20,2024
5456,John,13.93,0,0,0,9,23,19,2024
7824,John,17.51,0,0,281,9,18,19,2024
5712,John,12.67,0,0,0,9,14,19,2024
2063,Default,21.9,0,0,429,9,2,19,2024
2226,Default,19.79,1,0,634,9,21,18,2024
7716,Jane,16.13,0,0,192,9,19,18,2024
7776,John,11.43,0,0,0,9,15,18,2024
8574,Jane,13.96,0,0,0,9,12,18,2024
5786,John,15.58,0,0,0,9,11,18,2024
1088,Jane,13.63,0,0,0,9,9,18,2024
2235,Default,12.81,0,0,412,9,21,17,2024
6078,John,16.3,0,0,264,9,18,17,2024
4628,John,13.64,0,0,0,9,9,17,2024
7977,Jane,17.89,0,0,0,9,6,17,2024
4182,Jane,16.1,0,0,0,9,1,17,2024
2734,John,15.1,0,0,160,9,18,16,2024
7182,Jane,14.35,0,0,0,9,13,16,2024
1734,John,12.23,0,0,0,9,12,16,2024
8400,John,14.98,0,0,0,9,10,16,2024
5089,John,14.5,0,0,0,9,4,16,2024
1144,John,12.2,0,0,0,9,2,16,2024
149,Jane,19.62,0,0,422,9,21,15,2024
4373,Jane,17.35,0,0,19,9,20,15,2024
6259,John,15.63,0,0,18,9,19,15,2024
8605,John,14.47,0,0,296,9,17,15,2024
2212,Default,13.12,0,0,229,9,16,15,2024
8315,John,14.27,0,0,0,9,12,15,2024
6433,Jane,17.23,0,0,0,9,7,15,2024
3145,Jane,15.96,0,0,0,9,0,15,2024
3200,John,13.21,0,0,0,9,13,14,2024
5378,Jane,17.04,0,0,0,9,3,14,2024
5961,Jane,13.24,0,0,86,9,19,13,2024
8916,John,13.32,0,0,276,9,18,13,2024
6482,John,17.23,0,0,110,9,16,13,2024
7313,John,11.91,0,0,0,9,14,13,2024
3416,John,11.93,0,0,0,9,12,13,2024
7410,Jane,14.12,0,0,0,9,6,13,2024
7784,John,15.47,0,0,0,9,6,13,2024
2233,Default,13.21,1,0,415,9,21,12,2024
5673,Jane,13.62,0,0,0,9,9,12,2024
543,John,14.18,0,0,0,9,1,12,2024
2763,John,17.76,0,0,168,9,20,11,2024
5232,Jane,11.29,0,0,0,9,14,11,2024
5674,Jane,13.62,0,0,0,9,9,11,2024
6171,John,14.65,0,0,0,9,9,11,2024
8191,Jane,12.76,0,0,0,9,13,10,2024
6277,Jane,14.61,0,0,0,9,5,10,2024
3365,Jane,15.72,0,0,0,9,3,10,2024
2221,Default,11.66,0,0,339,9,19,9,2024
7826,John,17.51,0,0,281,9,18,9,2024
5347,Jane,16.04,0,0,318,9,21,8,2024
2203,Default,17.03,0,0,404,9,16,8,2024
5590,John,15.76,0,0,0,9,14,8,2024
2202,John,14.71,0,0,0,9,13,8,2024
4922,John,12.36,0,0,0,9,1,8,2024
2318,John,17.76,0,0,331,9,22,7,2024
4307,Jane,16.42,0,0,156,9,16,7,2024
7979,Jane,17.89,0,0,0,9,6,7,2024
8755,Jane,16.05,0,0,263,9,20,6,2024
2062,Default,23.43,0,0,673,9,2,6,2024
1054,Jane,16.18,0,0,228,9,19,5,2024
3338,Jane,16.05,0,0,182,9,18,5,2024
7440,John,17.92,0,0,207,9,17,5,2024
2204,Default,19.34,0,0,417,9,16,5,2024
6354,John,15.43,0,0,0,9,4,5,2024
2927,John,13.6,0,0,0,9,2,5,2024
3146,Jane,15.96,0,0,0,9,0,5,2024
460,Jane,13.92,0,0,81,9,16,4,2024
116,Jane,13.98,0,0,0,9,12,4,2024
5767,John,11.6,0,0,0,9,9,4,2024
8632,Jane,17.84,0,0,0,9,0,4,2024
8438,John,18.28,0,0,468,9,21,3,2024
8311,John,15.43,0,0,60,9,18,3,2024
7582,Jane,12.15,0,0,0,9,14,3,2024
4861,Jane,12.56,0,0,0,9,9,3,2024
7110,John,12.62,0,0,0,9,6,3,2024
4616,John,13.74,0,0,0,9,23,2,2024
8572,Jane,13.96,0,0,0,9,12,2,2024
1433,Jane,11.76,0,0,0,9,10,2,2024
4409,Jane,16.58,0,0,126,9,20,1,2024
8364,John,15.72,0,0,0,9,15,1,2024
1120,John,15.33,0,0,0,9,12,1,2024
4921,John,12.36,0,0,0,9,1,1,2024
6495,Jane,17.17,0,0,162,8,17,31,2024
3184,Jane,17.81,0,0,0,8,7,31,2024
8583,John,12.88,0,0,0,8,0,31,2024
6527,John,15.85,0,0,0,8,23,30,2024
4796,John,13.71,0,0,44,8,18,30,2024
5223,Jane,12.87,0,0,0,8,10,30,2024
5419,Jane,15.93,0,0,0,8,10,30,2024
7202,John,12.58,0,0,0,8,10,30,2024
7381,John,11.12,0,0,0,8,9,30,2024
7364,John,14.91,0,0,0,8,4,30,2024
548,Jane,17.27,0,0,0,8,2,30,2024
1930,Default,11.43,0,0,273,8,17,29,2024
1899,Default,16.78,1,0,161,8,13,29,2024
5681,John,14.2,0,0,0,8,7,29,2024
3663,Jane,14.7,0,0,0,8,2,29,2024
2881,Jane,17.18,0,0,0,8,1,29,2024
8383,John,12.44,0,0,0,8,23,28,2024
8575,John,11.46,0,0,0,8,4,28,2024
4502,Jane,15.86,0,0,0,8,23,27,2024
530,Jane,15.93,0,0,1,8,16,27,2024
8170,John,15.58,0,0,0,8,6,27,2024
7596,John,13.94,0,0,203,8,16,26,2024
1894,Default,20.69,0,0,314,8,13,26,2024
7577,Jane,15.39,0,0,0,8,9,26,2024
503,Jane,17.14,0,0,0,8,4,26,2024
3027,John,11.63,0,0,0,8,4,26,2024
2308,John,13.71,0,0,0,8,23,25,2024
6884,John,18.33,0,0,394,8,22,25,2024
159,John,17.59,0,0,325,8,21,25,2024
403,John,13.12,0,0,0,8,10,25,2024
7576,Jane,15.39,0,0,0,8,9,25,2024
8596,Jane,14.14,0,0,0,8,4,25,2024
394,Jane,17.18,0,0,0,8,2,25,2024
1266,John,15.86,0,0,343,8,21,24,2024
1506,Jane,16.0,0,0,0,8,14,24,2024
1884,Default,19.51,1,0,303,8,13,24,2024
2305,John,15.79,0,0,0,8,13,24,2024
1502,Jane,15.35,0,0,0,8,5,24,2024
7659,John,11.26,0,0,0,8,2,24,2024
6498,John,15.8,0,0,0,8,1,24,2024
8243,John,18.55,0,0,560,8,21,23,2024
8088,Jane,15.15,0,0,0,8,15,23,2024
8264,John,11.93,0,0,0,8,11,23,2024
1834,Default,26.66,0,0,405,8,8,23,2024
827,John,18.57,0,0,503,8,22,22,2024
6304,John,13.0,0,0,86,8,17,22,2024
2692,Jane,13.67,0,0,0,8,11,22,2024
8169,Jane,15.37,0,0,0,8,6,22,2024
6248,John,15.08,0,0,0,8,5,22,2024
7425,John,14.65,0,0,0,8,23,21,2024
1449,Jane,19.99,0,0,456,8,21,21,2024
8492,Jane,14.85,0,0,208,8,18,21,2024
8542,Jane,14.43,0,0,0,8,13,21,2024
8603,Jane,14.76,0,0,0,8,13,21,2024
8080,John,14.25,0,0,0,8,11,21,2024
1842,Jane,16.6,0,0,0,8,5,21,2024
8102,Jane,15.46,0,0,0,8,5,21,2024
3579,Jane,17.36,0,0,0,8,3,21,2024
3373,John,12.42,0,0,0,8,2,21,2024
7916,John,15.97,0,0,0,8,2,21,2024
4362,John,15.4,0,0,0,8,1,21,2024
5165,Jane,15.75,0,0,0,8,23,20,2024
2967,John,15.77,0,0,358,8,22,20,2024
5144,John,13.66,0,0,158,8,18,20,2024
8604,Jane,14.76,0,0,0,8,13,20,2024
3156,John,11.65,0,0,0,8,11,20,2024
8171,John,15.58,0,0,0,8,6,20,2024
7513,Jane,11.29,0,0,0,8,10,19,2024
1806,Default,25.46,0,1,302,8,6,19,2024
2564,John,14.43,0,0,0,8,2,19,2024
3323,John,13.53,0,0,0,8,23,18,2024
1882,Default,18.03,0,1,150,8,12,18,2024
3007,John,13.74,0,0,0,8,11,18,2024
6839,Jane,15.46,0,0,0,8,11,18,2024
2982,Jane,14.51,0,0,0,8,2,18,2024
1991,Default,19.34,0,0,682,8,22,17,2024
1997,Default,13.63,0,0,432,8,22,17,2024
416,Jane,15.93,0,0,487,8,21,17,2024
7491,Jane,16.42,0,0,259,8,19,17,2024
2150,John,14.78,0,0,53,8,18,17,2024
5289,John,17.64,0,0,293,8,18,17,2024
3493,John,16.88,0,0,65,8,17,17,2024
4574,John,15.47,0,0,0,8,14,17,2024
7915,Jane,14.07,0,0,0,8,11,17,2024
8460,John,11.46,0,0,0,8,9,17,2024
2393,Jane,17.76,0,0,202,8,20,16,2024
4891,Jane,12.21,0,0,0,8,15,16,2024
6328,John,11.67,0,0,0,8,5,16,2024
1083,Jane,14.62,0,0,0,8,1,16,2024
4118,Jane,17.18,0,0,0,8,23,15,2024
5789,Jane,19.49,0,0,376,8,22,15,2024
6306,Jane,11.51,0,0,0,8,15,15,2024
1726,John,11.44,0,0,0,8,9,15,2024
5168,Jane,15.75,0,0,0,8,23,14,2024
8854,Jane,19.54,0,0,491,8,22,14,2024
1963,Default,18.91,0,0,613,8,20,14,2024
6980,John,16.77,0,0,231,8,18,14,2024
5220,Jane,17.09,0,0,280,8,16,14,2024
3055,John,11.06,0,0,0,8,13,14,2024
4094,Jane,16.03,0,0,0,8,6,14,2024
6650,John,16.56,0,0,469,8,22,13,2024
6888,John,18.33,0,0,394,8,22,13,2024
1977,Default,11.85,0,0,418,8,21,13,2024
2432,John,17.79,0,0,277,8,20,13,2024
2110,Jane,11.87,0,0,0,8,11,13,2024
6701,John,15.3,0,0,0,8,7,13,2024
7608,Jane,17.26,0,0,0,8,7,13,2024
24,Jane,15.69,0,0,0,8,6,13,2024
6249,John,15.08,0,0,0,8,5,13,2024
3269,Jane,16.42,0,0,131,8,20,12,2024
5745,Jane,14.09,0,0,20,8,18,12,2024
8377,John,14.48,0,0,153,8,18,12,2024
7593,John,16.0,0,0,0,8,15,12,2024
8087,Jane,15.15,0,0,0,8,15,12,2024
5395,John,15.67,0,0,0,8,11,12,2024
1822,Default,25.62,1,0,269,8,7,12,2024
3098,Jane,15.84,0,0,0,8,2,12,2024
992,John,15.5,0,0,0,8,0,12,2024
4807,Jane,15.72,0,0,0,8,0,12,2024
6731,Jane,16.94,0,0,359,8,22,11,2024
8229,John,17.89,0,0,406,8,22,11,2024
2640,Jane,13.21,0,0,209,8,18,11,2024
6244,John,16.08,0,0,251,8,17,11,2024
1670,Jane,13.6,0,0,0,8,15,11,2024
5241,John,14.99,0,0,0,8,14,11,2024
6868,Jane,17.23,0,0,0,8,4,11,2024
6867,John,12.12,0,0,0,8,3,11,2024
6847,John,12.54,0,0,0,8,1,11,2024
5166,Jane,15.75,0,0,0,8,23,10,2024
218,John,15.45,0,0,419,8,22,10,2024
6327,John,11.67,0,0,0,8,5,10,2024
7295,John,13.31,0,0,0,8,4,10,2024
8014,John,14.45,0,0,45,8,19,9,2024
4214,Jane,12.85,0,0,0,8,15,9,2024
838,Jane,16.86,0,0,0,8,3,9,2024
1938,Default,16.72,0,0,564,8,19,8,2024
6523,John,15.62,0,0,272,8,19,8,2024
8811,Jane,14.43,0,0,209,8,18,8,2024
3900,John,13.52,0,0,88,8,16,8,2024
8898,John,14.61,0,0,0,8,13,8,2024
7914,Jane,14.07,0,0,0,8,11,8,2024
