id,user,temp,gasDetect,fireDetect,lightLevel,month,hour
5808,Jane,10.66,0,0,233,1,3
6453,John,5.21,0,0,175,1,3
6767,Jane,11.26,0,0,185,1,3
56,Default,27.2,0,0,616,1,4
58,Default,25.69,0,0,598,1,4
62,Default,25.57,0,0,602,1,4
67,Default,26.13,0,0,603,1,4
68,Default,26.93,1,0,597,1,4
71,Default,24.44,0,0,374,1,4
72,Default,23.18,0,0,350,1,4
76,Default,24.5,0,0,371,1,4
77,Default,23.83,0,0,384,1,4
78,Default,23.77,1,0,386,1,4
98,Jane,11.31,0,0,152,1,4
550,John,10.62,0,0,156,1,4
609,John,8.98,0,0,135,1,4
1053,John,5.89,0,0,94,1,4
1431,Jane,10.3,0,0,290,1,4
1473,John,6.47,0,0,229,1,4
2428,John,8.62,0,0,85,1,4
2522,John,6.92,0,0,0,1,4
2603,John,7.09,0,0,233,1,4
2674,John,9.54,0,0,23,1,4
2693,Jane,10.64,0,0,246,1,4
2810,John,5.24,0,0,272,1,4
3071,Jane,10.98,0,0,190,1,4
3072,Jane,10.98,0,0,190,1,4
3124,John,10.64,0,0,94,1,4
3125,John,10.64,0,0,94,1,4
3317,Jane,10.99,0,0,269,1,4
3318,Jane,10.99,0,0,269,1,4
3319,Jane,10.99,0,0,269,1,4
3320,Jane,10.99,0,0,269,1,4
3321,Jane,10.99,0,0,269,1,4
3916,John,5.37,0,0,27,1,4
3996,John,5.08,0,0,87,1,4
4760,John,9.82,0,0,19,1,4
4884,John,10.83,0,0,193,1,4
4885,John,10.83,0,0,193,1,4
5418,Jane,10.75,0,0,216,1,4
5612,John,8.61,0,0,11,1,4
5996,Jane,11.73,0,0,5,1,4
6155,Jane,10.19,0,0,79,1,4
6493,John,5.31,0,0,187,1,4
6605,John,6.23,0,0,226,1,4
7327,Jane,11.36,0,0,264,1,4
7332,Jane,10.99,0,0,2,1,4
8208,John,6.1,0,0,57,1,4
8443,Jane,11.94,0,0,216,1,4
8738,John,7.88,0,0,75,1,4
79,Default,25.87,0,1,545,1,5
86,Default,27.92,1,0,556,1,5
87,Default,25.12,0,0,552,1,5
95,Default,29.6,0,0,554,1,5
96,Default,25.25,0,1,334,1,5
101,Default,23.35,1,0,349,1,5
103,Default,23.78,0,0,337,1,5
104,Default,23.62,0,0,330,1,5
223,Jane,11.81,0,0,269,1,5
484,John,8.01,0,0,126,1,5
612,Jane,10.17,0,0,239,1,5
631,Jane,10.6,0,0,272,1,5
1323,John,11.35,0,0,112,1,5
1335,Jane,10.66,0,0,223,1,5
1662,John,6.82,0,0,193,1,5
2828,John,9.04,0,0,238,1,5
3434,Jane,10.8,0,0,100,1,5
3435,Jane,10.8,0,0,100,1,5
3436,Jane,10.8,0,0,100,1,5
3466,Jane,11.67,0,0,84,1,5
3529,John,9.19,0,0,8,1,5
4178,Jane,11.36,0,0,127,1,5
4179,Jane,11.36,0,0,127,1,5
4180,Jane,11.36,0,0,127,1,5
4181,Jane,11.36,0,0,127,1,5
4386,Jane,11.81,0,0,268,1,5
4750,Jane,11.83,0,0,26,1,5
5476,John,8.48,0,0,34,1,5
5834,John,9.63,0,0,203,1,5
5844,Jane,11.56,0,0,118,1,5
5877,John,8.86,0,0,128,1,5
5878,John,8.86,0,0,128,1,5
5879,John,8.86,0,0,128,1,5
6624,Jane,10.19,0,0,23,1,5
7006,John,7.54,0,0,153,1,5
7156,John,9.09,0,0,71,1,5
8397,Jane,10.39,0,0,125,1,5
105,Default,27.15,0,0,509,1,6
107,Default,27.59,0,0,492,1,6
108,Default,25.86,0,0,491,1,6
109,Default,26.83,0,0,497,1,6
113,Default,24.13,0,0,299,1,6
114,Default,23.33,0,0,302,1,6
119,Default,25.5,0,0,289,1,6
124,Default,25.63,0,0,308,1,6
783,Jane,11.65,0,0,175,1,6
933,John,11.21,0,0,201,1,6
981,Jane,10.09,0,0,69,1,6
1058,Jane,12.0,0,0,1,1,6
1261,John,8.15,0,0,277,1,6
1471,Jane,10.74,0,0,209,1,6
1965,Jane,11.52,0,0,39,1,6
2374,John,9.84,0,0,29,1,6
3661,John,7.28,0,0,184,1,6
3662,John,7.28,0,0,184,1,6
4262,John,7.13,0,0,161,1,6
4263,John,7.13,0,0,161,1,6
4683,Jane,10.55,0,0,131,1,6
4770,Jane,11.23,0,0,29,1,6
5450,Jane,10.18,0,0,91,1,6
5842,Jane,11.06,0,0,251,1,6
6475,Jane,10.55,0,0,285,1,6
6928,John,11.55,0,0,120,1,6
8528,John,11.89,0,0,145,1,6
8871,Jane,11.31,0,0,295,1,6
8872,Jane,11.31,0,0,295,1,6
8873,Jane,11.31,0,0,295,1,6
8874,Jane,11.31,0,0,295,1,6
130,Default,26.71,1,0,465,1,7
132,Default,27.34,0,0,463,1,7
134,Default,26.63,0,0,450,1,7
144,Default,25.93,1,0,435,1,7
145,Default,24.35,1,0,277,1,7
146,Default,26.78,0,0,267,1,7
152,Default,24.21,0,0,267,1,7
153,Default,24.84,1,0,271,1,7
2370,Jane,10.86,0,0,233,1,7
2423,Jane,10.67,0,0,106,1,7
2534,John,8.21,0,0,190,1,7
2936,John,6.99,0,0,89,1,7
3507,John,7.43,0,0,245,1,7
3508,John,7.43,0,0,245,1,7
3509,John,7.43,0,0,245,1,7
3759,John,10.82,0,0,30,1,7
3760,John,10.82,0,0,30,1,7
4173,Jane,10.2,0,0,75,1,7
4174,Jane,10.2,0,0,75,1,7
4456,John,5.5,0,0,58,1,7
4532,Jane,10.19,0,0,57,1,7
4533,Jane,10.19,0,0,57,1,7
4833,Jane,11.26,0,0,48,1,7
4850,Jane,11.56,0,0,55,1,7
4858,John,6.7,0,0,111,1,7
5374,John,10.35,0,0,12,1,7
5375,John,10.35,0,0,12,1,7
5376,John,10.35,0,0,12,1,7
5411,John,6.02,0,0,206,1,7
5519,John,10.14,0,0,33,1,7
5624,Jane,10.55,0,0,132,1,7
5625,Jane,10.55,0,0,132,1,7
5626,Jane,10.55,0,0,132,1,7
5959,John,8.28,0,0,81,1,7
6514,John,7.5,0,0,28,1,7
6590,Jane,11.59,0,0,283,1,7
7024,Jane,11.74,0,0,84,1,7
7500,John,8.94,0,0,289,1,7
7501,John,8.94,0,0,289,1,7
7502,John,8.94,0,0,289,1,7
7734,Jane,11.84,0,0,138,1,7
7749,Jane,10.19,0,0,136,1,7
7809,John,7.73,0,0,227,1,7
7810,John,7.73,0,0,227,1,7
7811,John,7.73,0,0,227,1,7
7896,John,6.84,0,0,233,1,7
8741,John,7.41,0,0,115,1,7
154,Default,26.15,0,0,405,1,8
156,Default,27.16,0,0,408,1,8
157,Default,25.69,0,0,223,1,8
158,Default,22.31,0,0,218,1,8
954,Jane,14.82,0,0,123,1,8
1733,John,6.99,0,0,0,1,8
1915,Jane,15.3,0,0,240,1,8
2485,John,2.53,0,0,0,1,8
3059,Jane,12.07,0,0,92,1,8
3060,Jane,12.07,0,0,92,1,8
3882,Jane,12.88,0,0,120,1,8
3883,Jane,12.88,0,0,120,1,8
4298,Jane,15.71,0,0,70,1,8
4303,John,7.53,0,0,0,1,8
4309,Jane,13.7,0,0,97,1,8
4310,Jane,13.7,0,0,97,1,8
4311,Jane,13.7,0,0,97,1,8
4312,Jane,13.7,0,0,97,1,8
4363,Jane,15.8,0,0,235,1,8
4364,Jane,15.8,0,0,235,1,8
4811,Jane,11.51,0,0,48,1,8
5599,John,6.13,0,0,0,1,8
5976,Jane,13.82,0,0,201,1,8
6345,Jane,12.86,0,0,84,1,8
6522,John,2.25,0,0,0,1,8
7299,John,2.64,0,0,0,1,8
7300,John,2.64,0,0,0,1,8
7301,John,2.64,0,0,0,1,8
7302,John,2.64,0,0,0,1,8
7303,John,2.64,0,0,0,1,8
7744,Jane,12.04,0,0,144,1,8
8256,Jane,12.17,0,0,231,1,8
8471,John,6.58,0,0,0,1,8
8472,John,6.58,0,0,0,1,8
8473,John,6.58,0,0,0,1,8
160,Default,25.65,0,0,359,1,9
161,Default,23.94,0,0,192,1,9
688,John,3.73,0,0,0,1,9
926,John,6.91,0,0,0,1,9
1503,John,4.57,0,0,0,1,9
1668,John,3.84,0,0,0,1,9
2371,John,6.41,0,0,0,1,9
3115,John,7.64,0,0,0,1,9
3116,John,7.64,0,0,0,1,9
3117,John,7.64,0,0,0,1,9
3118,John,7.64,0,0,0,1,9
3134,Jane,12.34,0,0,149,1,9
4333,Jane,12.98,0,0,264,1,9
4334,Jane,12.98,0,0,264,1,9
4669,Jane,14.61,0,0,114,1,9
5217,Jane,15.93,0,0,97,1,9
5941,Jane,15.45,0,0,227,1,9
5942,Jane,15.45,0,0,227,1,9
6557,Jane,15.99,0,0,102,1,9
6998,Jane,11.41,0,0,167,1,9
7030,Jane,11.38,0,0,299,1,9
7505,Jane,15.43,0,0,300,1,9
7866,John,7.25,0,0,0,1,9
8071,Jane,14.51,0,0,151,1,9
8390,John,6.65,0,0,0,1,9
8391,John,6.65,0,0,0,1,9
8657,Jane,15.91,0,0,27,1,9
8658,Jane,15.91,0,0,27,1,9
165,Default,24.32,0,0,310,1,10
166,Default,25.78,0,0,325,1,10
174,Default,23.65,0,0,332,1,10
176,Default,21.35,0,0,150,1,10
177,Default,22.79,0,0,189,1,10
179,Default,20.52,0,0,176,1,10
300,Jane,12.76,0,0,106,1,10
339,John,7.91,0,0,0,1,10
464,John,3.03,0,0,0,1,10
791,John,7.82,0,0,0,1,10
1089,John,7.89,0,0,0,1,10
1194,Jane,15.37,0,0,39,1,10
2032,Jane,14.85,0,0,258,1,10
2070,Jane,11.66,0,0,242,1,10
2209,John,4.22,0,0,0,1,10
2357,Jane,11.79,0,0,71,1,10
2462,Jane,15.67,0,0,265,1,10
3208,Jane,14.12,0,0,74,1,10
3392,Jane,12.93,0,0,146,1,10
3467,Jane,14.74,0,0,95,1,10
3675,John,3.21,0,0,0,1,10
3862,John,2.69,0,0,0,1,10
3863,John,2.69,0,0,0,1,10
3864,John,2.69,0,0,0,1,10
3865,John,2.69,0,0,0,1,10
3866,John,2.69,0,0,0,1,10
3867,John,2.69,0,0,0,1,10
4151,Jane,11.07,0,0,211,1,10
4598,John,4.4,0,0,0,1,10
5965,John,2.09,0,0,0,1,10
6316,Jane,12.53,0,0,181,1,10
7226,Jane,14.74,0,0,76,1,10
7781,Jane,14.51,0,0,120,1,10
183,Default,24.19,0,0,307,1,11
185,Default,20.9,0,1,315,1,11
186,Default,19.06,0,0,158,1,11
193,Default,21.85,0,1,158,1,11
332,Jane,13.75,0,0,108,1,11
620,Jane,11.29,0,0,103,1,11
803,John,6.15,0,0,0,1,11
1172,Jane,11.98,0,0,106,1,11
1910,Jane,11.24,0,0,171,1,11
2157,Jane,13.22,0,0,129,1,11
2873,John,7.47,0,0,0,1,11
3385,John,4.74,0,0,0,1,11
3716,Jane,14.16,0,0,293,1,11
3717,Jane,14.16,0,0,293,1,11
4216,John,2.99,0,0,0,1,11
4604,Jane,12.24,0,0,40,1,11
4670,Jane,15.75,0,0,265,1,11
4671,Jane,15.75,0,0,265,1,11
4802,Jane,12.97,0,0,290,1,11
4803,Jane,12.97,0,0,290,1,11
5041,Jane,15.84,0,0,25,1,11
5520,Jane,13.91,0,0,28,1,11
5546,John,7.81,0,0,0,1,11
5547,John,7.81,0,0,0,1,11
5826,John,6.71,0,0,0,1,11
5827,John,6.71,0,0,0,1,11
6356,John,2.87,0,0,0,1,11
6358,Jane,12.17,0,0,113,1,11
7227,John,6.54,0,0,0,1,11
7228,John,6.54,0,0,0,1,11
7229,John,6.54,0,0,0,1,11
7230,John,6.54,0,0,0,1,11
8070,Jane,14.44,0,0,250,1,11
8659,Jane,13.87,0,0,69,1,11
8660,Jane,13.87,0,0,69,1,11
8705,John,3.48,0,0,0,1,11
8727,John,7.6,0,0,0,1,11
8927,John,6.74,0,0,0,1,11
8928,John,6.74,0,0,0,1,11
194,Default,21.27,0,0,293,1,12
197,Default,18.94,0,0,157,1,12
1340,Jane,14.74,0,0,80,1,12
1868,Jane,12.84,0,0,237,1,12
2480,Jane,11.89,0,0,299,1,12
2574,John,3.17,0,0,0,1,12
2939,John,6.02,0,0,0,1,12
3606,John,4.97,0,0,0,1,12
3801,Jane,14.83,0,0,166,1,12
3802,Jane,14.83,0,0,166,1,12
3803,Jane,14.83,0,0,166,1,12
4053,John,3.28,0,0,0,1,12
4443,John,4.97,0,0,0,1,12
4444,John,4.97,0,0,0,1,12
4467,John,3.06,0,0,0,1,12
4814,Jane,11.29,0,0,241,1,12
4822,Jane,14.6,0,0,84,1,12
4826,John,5.4,0,0,0,1,12
4827,John,5.4,0,0,0,1,12
5137,John,6.79,0,0,0,1,12
5554,Jane,13.93,0,0,169,1,12
6302,Jane,13.57,0,0,158,1,12
6508,Jane,13.54,0,0,0,1,12
7333,John,2.05,0,0,0,1,12
7830,John,3.81,0,0,0,1,12
200,Default,22.3,0,0,314,1,13
202,Default,15.39,0,0,159,1,13
378,Jane,11.07,0,0,16,1,13
732,John,3.04,0,0,0,1,13
924,John,2.76,0,0,0,1,13
942,John,3.21,0,0,0,1,13
1276,Jane,15.77,0,0,10,1,13
1892,Jane,15.88,0,0,69,1,13
2081,Jane,14.21,0,0,36,1,13
2132,John,6.16,0,0,0,1,13
3093,Jane,11.01,0,0,169,1,13
3094,Jane,11.01,0,0,169,1,13
3236,Jane,13.72,0,0,5,1,13
4108,John,7.4,0,0,0,1,13
4109,John,7.4,0,0,0,1,13
4110,John,7.4,0,0,0,1,13
4111,John,7.4,0,0,0,1,13
6164,Jane,12.98,0,0,273,1,13
6165,Jane,12.98,0,0,273,1,13
6570,Jane,13.08,0,0,97,1,13
6571,Jane,13.08,0,0,97,1,13
6621,John,2.4,0,0,0,1,13
7293,John,4.38,0,0,0,1,13
7426,Jane,14.85,0,0,35,1,13
7477,Jane,15.11,0,0,226,1,13
7478,Jane,15.11,0,0,226,1,13
7816,Jane,13.32,0,0,92,1,13
8747,John,4.5,0,0,0,1,13
8779,Jane,13.38,0,0,59,1,13
8780,Jane,13.38,0,0,59,1,13
8803,Jane,15.29,0,0,179,1,13
8841,Jane,14.89,0,0,104,1,13
8842,Jane,14.89,0,0,104,1,13
188,Jane,13.66,0,0,167,1,14
204,Default,19.74,0,0,333,1,14
208,Default,14.39,0,0,169,1,14
355,Jane,14.05,0,0,231,1,14
1311,Jane,14.47,0,0,210,1,14
1789,John,7.51,0,0,0,1,14
1829,Jane,11.53,0,0,243,1,14
2038,Jane,11.45,0,0,254,1,14
2431,Jane,12.9,0,0,210,1,14
2968,John,5.03,0,0,0,1,14
3061,Jane,12.5,0,0,272,1,14
3062,Jane,12.5,0,0,272,1,14
5328,John,6.86,0,0,0,1,14
5329,John,6.86,0,0,0,1,14
5449,Jane,12.0,0,0,231,1,14
6380,John,4.98,0,0,0,1,14
6554,John,2.48,0,0,0,1,14
6660,Jane,13.88,0,0,232,1,14
7141,Jane,14.9,0,0,23,1,14
7250,John,4.57,0,0,0,1,14
7730,Jane,12.09,0,0,277,1,14
7968,John,7.8,0,0,0,1,14
8530,Jane,15.46,0,0,274,1,14
8532,Jane,11.6,0,0,194,1,14
639,Jane,15.63,0,0,299,1,15
706,John,7.25,0,0,0,1,15
848,John,4.92,0,0,0,1,15
1081,John,6.75,0,0,0,1,15
1269,John,4.02,0,0,0,1,15
1319,Jane,14.26,0,0,92,1,15
1611,Jane,15.61,0,0,7,1,15
1678,John,4.16,0,0,0,1,15
1909,John,7.76,0,0,0,1,15
2335,John,5.86,0,0,0,1,15
3266,Jane,15.42,0,0,155,1,15
3267,Jane,15.42,0,0,155,1,15
3268,Jane,15.42,0,0,155,1,15
3691,John,3.85,0,0,0,1,15
4242,John,3.18,0,0,0,1,15
4243,John,3.18,0,0,0,1,15
6186,John,4.8,0,0,0,1,15
6187,John,4.8,0,0,0,1,15
6188,John,4.8,0,0,0,1,15
6189,John,4.8,0,0,0,1,15
6292,Jane,14.22,0,0,63,1,15
6357,Jane,13.25,0,0,181,1,15
7944,Jane,11.11,0,0,107,1,15
8166,Jane,11.6,0,0,174,1,15
8167,Jane,11.6,0,0,174,1,15
8168,Jane,11.6,0,0,174,1,15
8278,Jane,15.04,0,0,244,1,15
8493,John,5.72,0,0,0,1,15
8677,Jane,11.76,0,0,138,1,15
216,Default,17.95,0,0,399,1,16
224,Default,18.36,0,0,394,1,16
226,Default,11.22,0,0,219,1,16
229,Default,13.01,0,0,239,1,16
551,John,15.31,0,0,295,1,16
592,Jane,13.79,0,0,36,1,16
1233,Jane,13.39,0,0,30,1,16
1241,John,13.98,0,0,188,1,16
1313,Jane,17.29,0,0,191,1,16
1739,Jane,13.54,0,0,278,1,16
1785,John,14.01,0,0,142,1,16
2240,Jane,16.4,0,0,245,1,16
2345,Jane,13.89,0,0,117,1,16
2425,Jane,17.38,0,0,282,1,16
3003,Jane,14.33,0,0,296,1,16
3004,Jane,14.33,0,0,296,1,16
3036,Jane,17.38,0,0,90,1,16
3037,Jane,17.38,0,0,90,1,16
3038,Jane,17.38,0,0,90,1,16
3243,Jane,14.94,0,0,188,1,16
3632,John,13.18,0,0,64,1,16
4057,John,13.39,0,0,90,1,16
4145,Jane,16.42,0,0,92,1,16
4146,Jane,16.42,0,0,92,1,16
4286,John,13.17,0,0,32,1,16
4287,John,13.17,0,0,32,1,16
4289,Jane,13.36,0,0,88,1,16
4843,John,13.26,0,0,215,1,16
5477,John,15.32,0,0,160,1,16
5478,John,15.32,0,0,160,1,16
5833,John,15.87,0,0,262,1,16
6477,Jane,14.42,0,0,293,1,16
6916,John,13.22,0,0,259,1,16
6988,John,12.6,0,0,173,1,16
7046,John,15.1,0,0,286,1,16
8645,John,13.97,0,0,48,1,16
8667,John,15.42,0,0,222,1,16
8668,John,15.42,0,0,222,1,16
8669,John,15.42,0,0,222,1,16
8769,John,13.5,0,0,23,1,16
8816,John,14.13,0,0,51,1,16
220,Jane,13.3,0,0,181,1,17
511,Jane,16.66,0,0,165,1,17
965,John,12.04,0,0,86,1,17
1247,John,11.68,0,0,230,1,17
1581,Jane,14.77,0,0,167,1,17
1677,John,12.37,0,0,130,1,17
2016,Jane,13.97,0,0,155,1,17
2380,Jane,16.54,0,0,132,1,17
2657,John,15.32,0,0,93,1,17
2726,Jane,17.89,0,0,235,1,17
3426,John,12.51,0,0,31,1,17
4417,Jane,17.39,0,0,147,1,17
4985,Jane,17.04,0,0,233,1,17
4986,Jane,17.04,0,0,233,1,17
5229,John,15.67,0,0,16,1,17
5451,Jane,16.52,0,0,54,1,17
6080,Jane,16.81,0,0,192,1,17
6083,John,15.73,0,0,130,1,17
6722,Jane,13.03,0,0,141,1,17
8133,Jane,15.32,0,0,300,1,17
8788,John,15.95,0,0,259,1,17
8856,Jane,14.48,0,0,250,1,17
122,Jane,13.95,0,0,408,1,18
231,Default,17.72,0,0,501,1,18
232,Default,17.96,0,0,504,1,18
234,Default,15.63,0,0,505,1,18
235,Default,12.02,0,0,294,1,18
236,Default,10.28,0,0,283,1,18
239,Default,13.32,0,0,306,1,18
775,John,17.4,0,0,421,1,18
888,John,18.48,0,0,567,1,18
979,John,17.46,0,0,372,1,18
1197,John,18.71,0,0,392,1,18
2096,John,15.72,0,0,586,1,18
2245,Jane,15.23,0,0,415,1,18
2825,Jane,13.86,0,0,530,1,18
3307,Jane,15.98,0,0,571,1,18
3308,Jane,15.98,0,0,571,1,18
3479,John,17.04,0,0,321,1,18
3840,John,15.74,0,0,546,1,18
3841,John,15.74,0,0,546,1,18
4029,Jane,15.3,0,0,549,1,18
4030,Jane,15.3,0,0,549,1,18
4639,John,15.16,0,0,402,1,18
4640,John,15.16,0,0,402,1,18
4794,John,15.98,0,0,526,1,18
5010,John,19.06,0,0,319,1,18
5521,John,17.75,0,0,321,1,18
5816,Jane,13.79,0,0,468,1,18
6281,John,19.27,0,0,463,1,18
6282,John,19.27,0,0,463,1,18
6855,Jane,13.48,0,0,341,1,18
7692,John,16.68,0,0,595,1,18
7693,John,16.68,0,0,595,1,18
7917,John,18.97,0,0,465,1,18
241,Default,17.11,0,0,547,1,19
243,Default,17.85,0,0,551,1,19
245,Default,14.08,0,0,355,1,19
247,Default,9.74,0,0,329,1,19
257,Jane,15.35,0,0,582,1,19
336,Jane,15.56,0,0,509,1,19
436,John,17.17,0,0,563,1,19
590,Jane,15.52,0,0,460,1,19
1010,John,17.39,0,0,471,1,19
2006,Jane,15.41,0,0,502,1,19
2069,John,19.97,0,0,465,1,19
3552,Jane,15.79,0,0,527,1,19
3938,Jane,15.5,0,0,347,1,19
4095,John,15.34,0,0,564,1,19
4096,John,15.34,0,0,564,1,19
4642,Jane,15.48,0,0,577,1,19
4789,John,15.4,0,0,408,1,19
4889,Jane,13.66,0,0,305,1,19
4931,John,16.58,0,0,508,1,19
5007,John,16.25,0,0,431,1,19
6073,Jane,15.89,0,0,549,1,19
6074,Jane,15.89,0,0,549,1,19
6396,Jane,13.95,0,0,529,1,19
6783,Jane,14.75,0,0,415,1,19
7450,Jane,14.65,0,0,488,1,19
7839,John,19.1,0,0,566,1,19
7859,Jane,14.96,0,0,496,1,19
8172,Jane,15.31,0,0,501,1,19
8173,Jane,15.31,0,0,501,1,19
8174,Jane,15.31,0,0,501,1,19
8347,John,17.34,0,0,528,1,19
8921,Jane,13.32,0,0,442,1,19
8922,Jane,13.32,0,0,442,1,19
8923,John,18.23,0,0,391,1,19
8924,John,18.23,0,0,391,1,19
248,Default,17.75,0,0,598,1,20
253,Default,16.83,0,0,607,1,20
254,Default,10.7,0,0,356,1,20
259,Default,12.4,0,0,392,1,20
576,John,19.31,0,0,480,1,20
1281,Jane,15.95,0,0,494,1,20
1577,Jane,13.37,0,0,474,1,20
1896,John,18.42,0,0,425,1,20
2265,Jane,14.4,0,0,446,1,20
2507,Jane,14.01,0,0,555,1,20
2669,John,16.51,0,0,486,1,20
2816,Jane,15.5,0,0,591,1,20
2832,John,19.7,0,0,599,1,20
2951,John,19.35,0,0,406,1,20
2958,John,15.1,0,0,450,1,20
3931,Jane,14.58,0,0,429,1,20
4153,John,18.92,0,0,511,1,20
4154,John,18.92,0,0,511,1,20
5194,Jane,13.08,0,0,427,1,20
5951,John,18.34,0,0,383,1,20
6383,John,16.59,0,0,489,1,20
6561,Jane,15.21,0,0,481,1,20
6691,Jane,15.45,0,0,546,1,20
6692,Jane,15.45,0,0,546,1,20
6693,Jane,15.45,0,0,546,1,20
6694,Jane,15.45,0,0,546,1,20
6695,Jane,15.45,0,0,546,1,20
7140,John,19.12,0,0,526,1,20
7148,Jane,13.41,0,0,304,1,20
7149,Jane,13.41,0,0,304,1,20
7417,John,18.84,0,0,412,1,20
7460,John,15.59,0,0,424,1,20
8288,John,19.53,0,0,402,1,20
